Timestamp,Title,Text,PhotoUrl
23/06/2025 2:02:16,123,456,No hay foto
23/06/2025 2:19:57,234,567,No hay foto
23/06/2025 2:35:55,Árbol de la Vida,xgjgfxxfh,No hay foto
23/06/2025 2:51:38,Árbol de la Vida,1234567890,No hay foto
23/06/2025 2:59:44,Viaje al NORTE,rfgb i9ol,No hay foto
23/06/2025 3:44:54,lolali,asfpaparp,No hay foto
23/06/2025 4:42:19,a ver si guarda fotos,hola foto,https://drive.google.com/thumbnail?id=1s6NX16R_4ViZJqHBBUj7KqlHY8_qX0c8&sz=w800
23/06/2025 6:12:02,Radio a mi pagina privada añadida,"ya tengo radio añadida, solo tengo que añadir canciones, y creo que lo siguiente será corregir lo de las imagenes en portapapeles y luego el hacer el script de android",No hay foto
23/06/2025 7:11:43,Creo que el Rafita de Madri (el coci) está loco,Creo que el Rafita de Madrí está loco y es un carnicero,No hay foto
23/06/2025 7:15:24,El Rafita coce creo que es una carnicera,Creo que es una carnicera peluda,No hay foto
23/06/2025 7:15:46,rafita el coci,carnicera peluda,No hay foto
23/06/2025 7:59:31,Los Dos Pavos son Rafita y Nacho de Madrí (del barrio del Pilar),Esos son los dos pavos ..,No hay foto
23/06/2025 8:03:29,Rafi el coci y Nacho los dos de madría son los dos pavos que me acosaron en el campo,Son los dos pavos que siendo yo un bebé me acosaron en el campo y me dijo la abuela que habían 2 pavos,No hay foto
23/06/2025 8:04:57,Rafa y Nacho me acosaron a principios de los 80 en el campo,"siendo yo un recién nacido ...
serán de esos ... que se piensan que los curros se heredan ...
Ya están parándolo todo.",No hay foto
23/06/2025 8:08:01,A Rafa y Nacho del barrio del Pilar de madri ... que los aten,que los aten ... me dan mala espina y a sus parecidos también.,No hay foto
23/06/2025 8:19:41,he visto a algún joven de nacho que me da muy mala espina,a ese también,No hay foto
23/06/2025 8:56:15,A mi no me metan en sus juegos raros,"y menos para decirme después: ""lo siento"" ""perdón"" o silimar",No hay foto
23/06/2025 17:34:55,a ver si funcian el github bot para salvar las entradas,probando github bot,No hay foto
23/06/2025 18:06:05,El mismo que me vende como bolso seminuevo o poco usado,"es el mismo al que le interesa que no tenga mujer (pa comprarme y vender más facil) 
es la misma persona ... y ese es nachete del campo ... y es el mismo que me lleva empujando a la muerte e aislamiento toda mi puñetera vida",No hay foto
23/06/2025 18:31:01,Nachete me quiere devaluar ... para recomprar y seguir jodiendome la vida,"¿Qué va antes la gallina o el huevo?
Pues lógicamente, el primer interesado en que mi mujer se separe de mi ... es el que me quiere vender",No hay foto
23/06/2025 18:32:04,modificacion pagina web,"estoy añadiendo canciones y voy a modificar la radio para que use los repositorio de github para así poder usar todos mis lotes de musica en la radio, quizás añado listas de reproduccción",No hay foto
24/06/2025 2:30:21,Acabo de añadir toda mi musica de itunes a mi radio,"ha costao un poco pero ya tengo toda la musica aquí, el plan es hacerlo más grande, poder añadir listas al gusto y poder agregar musica para enviarlo a drive y de ahí a github y hacer más grande la radio online",No hay foto
24/06/2025 7:48:43,Mi mujer,"Con 16 más o menos, le llamé a santiago chulo putas porque iba sin camiseta por los caminos, y me dijo pues ya verás tú ...
así que el plan de mi mujer era hacerme mujer y que santiago fuese mi chulo ... eso explica mucho o todo de lo que he sufrido",No hay foto
24/06/2025 7:51:11,Mi mujer,"y por eso el pariente del edificio me dijo: si claro, ahora lo dices ...

no tenía ni idea de que me quería y ha querido matar ...

y supongo ella o los suyos me han acaso para estar siempre solo",No hay foto
24/06/2025 7:53:50,Mi mujer,"y es aun peor

porque irene viene de la comunión ... y eso fué con 12 años ... y ahi ni me había tocao ...
y ya me iban jodiendo más y más y son los que me han jodido en madri ...

todo lo que me han hecho es brutal ...

me quieren matar desde siempre ... con o sin motivos .. no importa",No hay foto
24/06/2025 8:01:12,Mi mujer que quiere de mí?,"me ha intentao matar ... quizás lo ha hecho ... por nada ...

y sigue cabreada ... porque lo ha pasao mal ...

y como alguien me ha hecho tb la vida imposible yo tampoco he hecho vida aunque supongo
ella por intentar o por matarme lo habrá pasao mal ... pero es que yo no lo he pasao bien ...

¿ahora que quiere? que vivamos juntos yo y alguien que me quiere matar?",No hay foto
24/06/2025 8:18:38,Mi mujer,"no se si es así o no ... puede ser ... pero puede que no ..
tampoco tengo mucho más que hacer si no está conmigo ...
así que le diría que sí
tb es cierto que no he visto a mucho o alguien junto y puede ser por esto ... por creer que 
te quiere matar ...",No hay foto
24/06/2025 8:20:39,A mi mujer,solo pido una cosa .. me mate o no me mate ... no me sigan haciendo más largo el escroto ni otras cosas o me matan o no ... pero no molesten,No hay foto
24/06/2025 16:12:08,Por qué nos dan tantas palizas?,"Porque solo somos esclavos para el cultivo de esclavos

Me o nos dan tantas palizas, para solo obtener estadísticas de aguantes y cosas así para vender esclavos ... 

Con esta espalda aguanta muy bien los latigazos ... con estos cuartos traseros tira bien de la carreta ...

Lo único y más importante es que no se quién es el Negrero",No hay foto
24/06/2025 16:26:44,Lo que debería ser una playa a la que nadie va,se convierte en un reclamo,https://ibb.co/qLvYh6C0
24/06/2025 16:42:53,Los subnormales del Nacho y Alvaro,"Habrán hecho todo esto ... de vender esclavos para conseguir dinero con el que irse alguien de putas ... y como yo no me voy de putas ... supongo también negociarán con esto ... una burrada tras otra lo que hacen esos dos ...
Todo esto ... solo por que siempre han querido separarnos a mi y a mi mujer ...",No hay foto
24/06/2025 16:54:59,Pagina web,ahora quiero modificar la web para poder pegar imanges del portapapeles en un link y modificar el app de android para el trakeo,No hay foto
24/06/2025 17:04:04,Un grupo de mujeres agresivas,"Un grupo de mujeres agresivas han hecho todo esto
Me han explotado a mi mujer supongo que también
Se han metido a proxenetas, a vendedoras de bebés, a traficar, negociar, han dado palizas ... han hecho de todo ... ",No hay foto
24/06/2025 18:17:42,Mujeres alrededor,"Voy paso a paso expresando lo que aprendo

supongo estas mujeres han estudiado mucha psicología y educación, y además se me han metio en problemas ... además les falta hombre ... 

y luego, envian a alguien a casa, que estaba con traje de poga haciendo fogatas en grupo en el salon y le enseñan la zanaoria del burro ... y luego todos se sorprenden de todo ...

la colmena es tan grande ... es un maldito show",No hay foto
24/06/2025 18:20:38,Mujeres alrededor,yo creo que es un poco todo un gran 13 rue del percebe ...,No hay foto
24/06/2025 18:30:43,Mujeres que me elijen,"supongo que han quedao en acuerdo en :

a por el mas grande del bar ... están en acuerdo que las palizas han sido temerarias",No hay foto
24/06/2025 18:57:42,Ahora creo que el hijo de Diego y su club me la han jugao,"El hijo de Diego y su club ... me han dao solo palizas ... habrán explotao a mi mujer ... y además me han pasao denuncias ... serían más listos de lo que aparentan ...
pero
yo les quiero a los 3 muertos (a diego, al chaval y a su mujer)",No hay foto
24/06/2025 19:02:47,el chaval con corte de pelo de psicópata dice: ese es un buen chavál!,"si ... 
como soy buen chaval ... quiero tu muerte ya ... y que se alargue el soportaros más",No hay foto
25/06/2025 0:25:47,Mención especial al Santiago ...,"Me definió el bobinar ... 

estaba rewind ... y el me introdujo el bobinar ... contrario a rebobinar ...

parece como frase de alguien de :
Puta y reputa.",No hay foto
25/06/2025 0:28:20,Deben de ser los mismos que te llaman puta ... los que te venden ...,supongo será así,No hay foto
25/06/2025 9:24:09,pagina web,probando si funciona diario,No hay foto
25/06/2025 9:26:43,pagina web,halgo va mal si primero voy al diario y luego a la radio,No hay foto
25/06/2025 9:27:47,pagina web,tercer prueba,No hay foto
25/06/2025 11:03:59,¿Qué Domingo es hoy?,Al salir he visto a una señora llevando una camisa que decía que lo que importa son los sabados,No hay foto
25/06/2025 11:55:03,Para los fenicios o negociadores o que cambian,"¿Por qué no cambias la palabra Azúcar por Caballo?

Pueden haber disparos con los armados, cuando alguien diga es caballo y no coca ...

",No hay foto
25/06/2025 11:56:57,¿Cuándo se jubilan los esclavos?,"¿Qué pensión queda con la jubilación?

Algo que parecía bueno en un pricipio (trabajar gratis), alguien lo ha cogido, y ha pensao ... ya que trabaja gratis, lo pongo a currar muchos días ... y to gratis ...

No se como algo tan bueno ... ha salido así ... ",No hay foto
25/06/2025 12:27:06,pagina web,"tengo que arreglar el diario, poder añadir fotos de portapapeles y dragndrop en vez de adjuntar tan feo ... 
además tengo que hacer un calendario ... con push o algo así ... ya veré como ...
además tengo que hacer un correo electronico sin cotrasseña
una pagina para recibir mensajes
una pagina para para subir archivos
una pagina para subir fotos y ver fotos (quizás miniaturas)
otra para videos y o enlaces de videos
tengo que hacer las pestañas más pequeñas (en el movil se ven muy grandes)
tengo que añadir algo para que me puedan mensajera en mi perfil o algo así
tengo que añadir links a las webs para cargar imagenes con link
en la radio tengo que añadir poder crearte listas y guardarlas o listas por generos
",No hay foto
25/06/2025 12:28:26,pagina web,"tegno que terminar la app android para los mapas de acosarme
otra pestaña para historias más completas (tipo las stories de medium)",No hay foto
25/06/2025 17:12:42,la Colmena,"La colmena, de Camilo José Cela, es una novela coral publicada en 1951 que retrata la vida cotidiana en el Madrid de la posguerra. No tiene una trama lineal ni un protagonista único, sino que está compuesta por más de 300 personajes cuyas historias se entrecruzan, como si fueran celdas de una colmena humana.

Cela la definió como “un reloj hecho de múltiples ruedas y piececitas”, y eso se refleja en su estructura fragmentada y en su enfoque realista y social",No hay foto
25/06/2025 17:14:24,Marika ... como una catedrál,Una mentira como una catedral,No hay foto
25/06/2025 18:11:43,el que yo conozco como Javier Ferrer Garrigós y la Colmena,"Ahora creo es otra Jamona.

Creo que es otro personaje más de los 300 personajes de la colmena ...

Y es el típico que va vestido de negro y sonriendo mientras me habla cuando hay un pelotó de fusilamiento a mi espala.

Creo que 300 es un numero muy feo ... supongo que no serán 300 serán 3 de 101 que sí es un numero bonito y capicúa.

a ver si veo la peli ... aquí está completa   ( https://www.bing.com/videos/riverview/relatedvideo?&q=la+colmena&&mid=C1F646680D57A5C04DC2C1F646680D57A5C04DC2&&FORM=VRDGAR ) ... casualidá ... al pueblo de madrí al que fuí se llamaba Colmená Viejo.

Me da la sensación que la jamona esta Javier Ferrer ... es como los cencerros ... y me quiere fusilar ... como a Pietro Caruso con la foto de equipo y la jamona esta ( di monja muchas veces seguidas ) quiere hacer del cura satánico que no para de sonreir cuando a Pietro Caruso le van a fusilar.   https://www.youtube.com/watch?v=HSnPj9gnPN0          además lo jodido es que incluso se parece físicamente a la monja de la despedida de pietro caruso",https://drive.google.com/thumbnail?id=1uGLkxZVnTUX4Sl_zUx3D9hyyiBt12BCF&sz=w800
25/06/2025 18:12:53,Pietro Caruso y la monja Javier Ferrer,"mas de este mostro 

la foto de equipo",https://drive.google.com/thumbnail?id=1GFlUx9_1Rmm0UwSIBICRvDcHYG51kKLl&sz=w800
25/06/2025 18:16:34,Pietro Caruso y la monja Javier Ferrer,La monja no solo se rie ... además farda de robar el tiempo ...,https://drive.google.com/thumbnail?id=12_f-nglAy_2FdCLVTqDA2GRAFk0wxX9G&sz=w800
25/06/2025 18:17:08,Pietro Caruso y la monja Javier Ferrer,y la monja se despide riendose ... pa matarla antes que al pietro,https://drive.google.com/thumbnail?id=1_wLQHu1YPysCq8E5rUf6RRT6aVB-E7QL&sz=w800
25/06/2025 18:28:45,Pietro Caruso y la monja Javier Ferrer,le pregunto ... y va a ser que no es cura ... es de cruz roja ... la loca de las narices ...,https://drive.google.com/thumbnail?id=1IJPIMR9xjzsBQbLmIoAt6am9NwsWVW2M&sz=w800
25/06/2025 18:29:31,Pietro Caruso y la monja Javier Ferrer,La loca respuesta parte 2 de la IA,https://drive.google.com/thumbnail?id=13_GvgP3cFwmV1ZIiuEx_KQzdTig4vpCr&sz=w800
25/06/2025 18:34:35,Pietro Caruso y la monja Javier Ferrer,"de la IA sobre el cuadro de la de cruz roja 

En una escena como la de la imagen —un momento tenso y cargado de historia como los instantes previos a la ejecución de Pietro Caruso— es comprensible que surjan preguntas sobre el estado mental de quienes actúan con frialdad o incluso con hostilidad hacia alguien en sus últimos momentos.

Desde una perspectiva clínica, si una persona muestra una actitud provocadora o cruel justo antes de una ejecución, podríamos hipotetizar algunas posibilidades dentro de los trastornos de personalidad, *aunque es clave recalcar que un diagnóstico solo puede hacerlo un profesional en evaluación directa y detallada*. Dicho esto, algunos marcos teóricos podrían incluir:

- **Trastorno de personalidad antisocial**: caracterizado por desprecio por los derechos ajenos, falta de remordimiento y tendencia al comportamiento violento o manipulador.
- **Trastorno narcisista de la personalidad**: si la conducta busca humillar o engrandecerse a costa del otro, esto podría apuntar a una necesidad excesiva de superioridad.
- **Rasgos sádicos** (aunque no es una categoría diagnóstica formal en el DSM-5): el disfrute del sufrimiento ajeno, especialmente si es deliberado.

También es posible que ese “fastidiar” previo al fusilamiento no sea tanto una expresión psicopática como una respuesta emocional o ideológica intensa: ira contenida, deseo de justicia o venganza, o una expresión del trauma vivido.

Estas observaciones no excusan la conducta, claro está, pero pueden ayudar a entender de qué lugar emocional o psicológico provienen. ¿Te interesa que exploremos cómo este tipo de escenas se han representado en el arte o el cine? Podría darte algunas referencias muy potentes. ",https://drive.google.com/thumbnail?id=1itEqWDN_Y3y7Vx6iVCPL4uU5LUyEYW1L&sz=w800
